grid_id,area_name,latitude,longitude,population_density,avg_income,avg_bill_per_person,restaurant_star_rating,review_count,avg_review_score,same_cuisine_competitors_1km,other_cuisine_competitors_1km,office_density,nightlife_density,mall_proximity,college_proximity,parking_availability,public_transport_connectivity,restaurant_type,restaurant_style,location_score,lat_idx,lon_idx,grid_cell_id
G8900,Basavanagudi,12.96446201021302,77.57615446677116,12958,146202.0,899.0,3.96,156,3.96,6,16,103,33,3.11,0.92,23.8,10,Italian,Bar/Pub,8.444134481910575e-07,32,9,32_9
G8901,Basavanagudi,12.953538255704572,77.56998647724532,13698,82223.0,2775.0,4.12,270,4.4,12,51,70,73,1.76,3.13,62.04,4,Fast Food,Cafe/Bistro,4.861269530825031e-07,29,8,29_8
G8902,Basavanagudi,12.969882085316648,77.56276508545359,10657,103144.0,5675.0,3.57,288,3.49,31,49,48,45,4.83,0.2,74.53,5,Seafood,Bar/Pub,50.000000083006704,33,7,33_7
G8903,Basavanagudi,12.95777639445662,77.56602455032761,16825,169612.0,2344.0,3.96,61,3.9,6,33,90,41,5.86,1.29,62.99,8,BBQ,Quick Service,5.941085534499406e-07,30,7,30_7
G8904,Basavanagudi,12.962581412997672,77.57617780243257,11249,123727.0,3667.0,3.37,0,3.1,23,71,98,10,5.69,2.55,48.89,6,Fast Food,Fine Dining,2.2317087479928602e-07,31,9,31_9
G8905,Basavanagudi,12.95304303447279,77.57426079576565,16268,138556.0,3474.0,3.97,179,3.95,13,46,104,40,2.53,2.26,42.47,7,Chinese,Cafe/Bistro,4.853781791263082e-07,29,9,29_9
G8906,Basavanagudi,12.962969058044177,77.56199523916122,14532,90050.0,1993.0,4.16,224,4.54,4,38,21,0,2.23,2.0,14.27,5,Chinese,Casual Dining,4.743830938465101e-07,31,6,31_6
G8907,Basavanagudi,12.941019994544076,77.57642224012622,15194,46849.0,1804.0,4.34,124,4.23,17,23,48,22,6.13,4.52,32.55,7,Biryani,Casual Dining,1.5385853140199913e-07,26,10,26_10
G8908,Basavanagudi,12.972024962758487,77.57465706239739,17041,157396.0,1232.0,3.45,30,3.44,9,49,35,14,6.75,2.4,0.0,9,Fast Food,Food Court,2.7544542223208005e-07,33,9,33_9
G8909,Basavanagudi,12.968644901741788,77.57041720648105,17547,85634.0,4468.0,3.95,188,4.02,14,44,22,1,5.14,0.78,14.83,5,Italian,Family Style,8.657153884551111e-07,32,8,32_8
G8910,Basavanagudi,12.940372953575308,77.564401123073,18692,47264.0,5149.0,4.13,370,4.19,17,34,63,6,6.66,0.2,13.32,7,Mexican,Food Truck,50.00000009468468,26,7,26_7
G8911,Basavanagudi,12.940502270217554,77.57879299659963,14981,104330.0,872.0,3.26,0,3.57,24,26,68,0,2.89,0.58,30.54,8,Japanese,Food Court,1.3168819886968817e-06,26,10,26_10
G8912,Basavanagudi,12.971278854826169,77.57295151448959,17338,160156.0,1516.0,3.78,199,3.69,1,10,26,45,5.14,0.2,62.52,6,Thai,Family Style,50.000000182489366,33,9,33_9
G8913,Basavanagudi,12.973746813326304,77.57795715248389,12810,87779.0,588.0,3.88,413,4.22,21,41,63,38,3.15,4.0,56.68,3,BBQ,Cafe/Bistro,2.3823138273795627e-07,34,10,34_10
G8914,Basavanagudi,12.975970092554698,77.57148312897722,11191,108582.0,362.0,4.7,79,4.31,10,34,31,43,4.68,0.2,46.23,8,Italian,Fine Dining,50.000000121542676,34,8,34_8
G8915,Basavanagudi,12.953402357963803,77.56079764959468,12245,137268.0,371.0,4.69,124,5.0,8,43,0,14,2.01,1.25,2.43,9,Italian,Fine Dining,7.040257048492349e-07,29,6,29_6
G8916,Basavanagudi,12.954788866124243,77.56559255330231,12870,165797.0,3600.0,3.61,83,3.78,13,62,75,48,5.82,1.63,32.6,6,Bakery,Food Court,4.227181971514065e-07,29,7,29_7
G8917,Basavanagudi,12.94632905419964,77.57376322931314,14575,64519.0,3366.0,4.12,280,4.27,18,27,0,40,4.08,2.8,38.23,6,Chinese,Quick Service,2.7862755243060097e-07,28,9,28_9
G8918,Basavanagudi,12.97871662991469,77.57188905228695,11013,61719.0,4103.0,4.72,158,4.87,16,37,16,27,4.17,3.72,35.59,7,North Indian,Casual Dining,2.3558467270956133e-07,35,9,35_9
G8919,Basavanagudi,12.973126009645744,77.5701684339056,11078,88678.0,4594.0,3.55,143,3.14,21,19,72,55,6.99,1.34,44.35,5,Cafe,Casual Dining,4.330891789892282e-07,33,8,33_8
G8920,Basavanagudi,12.977612242475256,77.57840630152371,17456,64253.0,3596.0,4.5,0,4.68,19,53,65,3,1.0,3.29,57.73,5,Mexican,Casual Dining,7.552518327287765e-07,34,10,34_10
G8921,Basavanagudi,12.952311525452512,77.5732073626978,18676,154918.0,2993.0,4.17,0,4.26,16,51,113,28,3.65,0.2,65.02,4,Chinese,Bar/Pub,50.00000021478789,29,9,29_9
G8922,Basavanagudi,12.966359809843848,77.57425702970855,10981,146947.0,4037.0,3.84,117,3.7,14,51,34,1,5.02,5.41,32.79,7,South Indian,Bar/Pub,1.6940611004219625e-07,32,9,32_9
G8923,Basavanagudi,12.96213893972716,77.57249284078432,10416,71941.0,2040.0,4.01,333,4.24,10,43,85,73,6.19,1.63,30.75,2,Japanese,Family Style,3.671404369072833e-07,31,9,31_9
G8924,Basavanagudi,12.949543816555668,77.57505647045569,10523,108596.0,5602.0,3.44,361,3.58,19,54,63,11,4.17,2.4,39.89,4,Cafe,Food Court,2.8810982387233175e-07,28,9,28_9
G8925,Basavanagudi,12.947204534494364,77.56613027119425,12945,69412.0,5335.0,4.22,0,4.42,15,41,46,0,3.8,0.77,31.33,7,Mexican,Food Court,9.165100567471945e-07,28,7,28_7
G8926,Basavanagudi,12.95202162696498,77.56203632864523,19258,102420.0,3137.0,3.47,16,3.25,13,66,112,7,3.12,3.3,12.88,3,Japanese,Casual Dining,2.815410816321716e-07,29,6,29_6
G8927,Basavanagudi,12.972977532268455,77.57603704516464,18017,124550.0,5616.0,3.81,62,3.8,18,24,99,18,5.08,3.35,0.0,10,Cafe,Family Style,2.8969508886717844e-07,33,9,33_9
G8928,Basavanagudi,12.9430152912069,77.56413962866584,10420,160829.0,4777.0,3.79,47,3.62,23,25,66,6,4.14,2.63,83.04,6,Biryani,Bar/Pub,3.1484835993389297e-07,27,7,27_7
G8929,Basavanagudi,12.956290047340453,77.57673050750071,10137,143147.0,5715.0,3.79,74,3.84,7,38,24,22,6.64,0.2,23.42,7,Continental,Food Court,50.00000009740884,30,10,30_10
G8930,Basavanagudi,12.97240742717118,77.57647354459174,13128,71854.0,2536.0,3.91,200,3.7,7,63,1,63,5.13,2.37,39.48,5,Thai,Cafe/Bistro,2.763596647102113e-07,33,10,33_10
G8931,Basavanagudi,12.943016181479772,77.56423604277826,15676,166391.0,5702.0,3.89,182,3.98,18,41,99,0,4.4,2.42,53.13,4,North Indian,Food Court,3.6648430832394245e-07,27,7,27_7
G8932,Basavanagudi,12.97002479305742,77.56800799945954,18569,58909.0,5272.0,3.88,116,3.89,13,32,24,23,3.39,3.62,63.78,1,Seafood,Food Truck,2.7599083353807146e-07,33,8,33_8
G8933,Basavanagudi,12.97116822329891,77.56966361181523,16692,64206.0,4239.0,3.87,0,3.57,25,65,103,31,3.05,1.06,11.28,6,Mexican,Bar/Pub,6.545658064047066e-07,33,8,33_8
G8934,Basavanagudi,12.961253517321277,77.5739040443498,12267,116717.0,2764.0,3.67,0,3.61,11,41,88,16,1.63,1.54,56.31,8,Seafood,Bar/Pub,6.806117274599949e-07,31,9,31_9
G8935,Basavanagudi,12.951649717887683,77.57712447261997,16654,83949.0,816.0,4.1,156,4.21,30,57,106,58,1.19,2.59,46.07,9,Seafood,Casual Dining,6.781612471754513e-07,29,10,29_10
G8936,Basavanagudi,12.946561864050528,77.56432916905547,11894,47882.0,5639.0,3.88,243,3.93,18,63,35,59,3.91,3.47,16.88,5,Italian,Family Style,2.220986078601988e-07,28,7,28_7
G8937,Basavanagudi,12.958430702022117,77.57927994942216,10324,144512.0,3849.0,4.14,155,4.07,21,24,33,17,2.48,0.2,36.44,9,Biryani,Quick Service,50.00000022801899,30,10,30_10
G8938,Basavanagudi,12.978862554749591,77.56436850882814,15213,129225.0,5405.0,3.47,0,3.32,13,43,80,64,1.49,2.87,58.1,10,Japanese,Food Court,6.108597215755276e-07,35,7,35_7
G8939,Basavanagudi,12.97370385381594,77.57430340472317,15088,166461.0,1229.0,4.52,145,4.48,19,47,78,34,4.91,0.2,37.52,4,Cafe,Quick Service,50.000000137969025,34,9,34_9
G8940,Basavanagudi,12.971650454157972,77.56936707560884,11180,104015.0,4166.0,4.24,61,4.13,8,47,23,2,5.17,4.71,29.0,7,Bakery,Cafe/Bistro,1.8229790344990478e-07,33,8,33_8
G8941,Basavanagudi,12.965017370884818,77.57269588959582,18438,149126.0,1946.0,3.53,158,3.78,22,56,26,67,4.74,1.85,93.88,7,Cafe,Quick Service,4.2647598128148787e-07,32,9,32_9
G8942,Basavanagudi,12.946916949594778,77.57907224487558,19591,126170.0,2034.0,3.78,122,3.96,13,12,35,14,6.27,0.54,25.67,3,Cafe,Bar/Pub,1.4219001638484108e-06,28,10,28_10
G8943,Basavanagudi,12.956249524055464,77.56869461809347,11279,95317.0,5803.0,4.07,0,3.87,10,30,147,76,5.02,0.2,37.81,6,Continental,Quick Service,50.00000015896244,30,8,30_8
G8944,Basavanagudi,12.943988373492976,77.57020798995634,12412,78091.0,4601.0,3.82,323,4.09,5,34,82,54,2.62,0.88,38.65,8,Cafe,Food Truck,9.116402117506052e-07,27,8,27_8
G8945,Basavanagudi,12.978283501794566,77.57800193203227,14142,137711.0,2359.0,4.14,54,3.84,14,42,107,1,4.05,1.99,20.52,3,Biryani,Quick Service,3.59972947294622e-07,35,10,35_10
G8946,Basavanagudi,12.955150697290597,77.57351607896453,14080,121357.0,4790.0,4.5,142,4.61,16,62,0,13,4.78,1.99,17.89,5,Chinese,Food Court,3.54012308595166e-07,29,9,29_9
G8947,Basavanagudi,12.974284325384923,77.5777638690823,12332,136145.0,4196.0,3.53,97,3.54,11,48,99,42,4.46,0.23,69.7,7,North Indian,Food Truck,1.5364625578833985e-05,34,10,34_10
G8948,Basavanagudi,12.942706809088978,77.56981204577454,17443,74646.0,484.0,3.62,62,3.62,17,38,28,36,4.91,1.09,29.27,4,North Indian,Fine Dining,5.503214579598393e-07,27,8,27_8
G8949,Basavanagudi,12.972404020111044,77.56581486979103,16347,106661.0,3371.0,4.09,27,4.15,17,25,0,51,2.11,2.34,67.2,6,Bakery,Food Truck,4.882230569054816e-07,33,7,33_7
G8950,Basavanagudi,12.973394184236088,77.5799851787531,14350,122349.0,1795.0,3.57,227,3.63,9,33,10,47,5.94,2.55,54.67,4,Mexican,Quick Service,2.6808655728278816e-07,34,10,34_10
G8951,Basavanagudi,12.97800712621058,77.57867847688478,19980,157432.0,5102.0,3.65,260,3.75,13,65,23,51,3.86,2.26,44.1,7,Mexican,Quick Service,4.2826914743505003e-07,35,10,35_10
G8952,Basavanagudi,12.976686241277449,77.56845670941404,13403,106460.0,532.0,4.02,236,3.98,18,49,46,79,4.14,3.19,7.66,4,Chinese,Bar/Pub,2.3160950221083337e-07,34,8,34_8
G8953,Basavanagudi,12.958395318264165,77.56294772149867,17818,141854.0,4277.0,3.88,248,4.06,14,58,41,35,2.76,2.02,14.76,8,Italian,Food Truck,4.84899217581219e-07,30,7,30_7
G8954,Basavanagudi,12.967304093768025,77.57720731125617,16809,119283.0,3573.0,4.07,233,4.22,13,53,146,5,3.94,1.56,35.51,10,North Indian,Family Style,5.301032637745655e-07,32,10,32_10
G8955,Basavanagudi,12.961208125695215,77.56416665474671,14389,137390.0,3327.0,4.13,245,4.31,18,43,39,29,3.5,1.64,43.83,9,Chinese,Fine Dining,4.992042698478761e-07,31,7,31_7
G8956,Basavanagudi,12.954597374117002,77.56853410895488,14469,124688.0,1192.0,4.43,29,4.5,15,41,97,47,2.22,1.14,8.49,5,Italian,Food Court,7.270333470703103e-07,29,8,29_8
G8957,Basavanagudi,12.952194121911766,77.57057851823434,19575,117032.0,1196.0,3.73,138,3.62,9,12,14,24,3.33,0.4,30.52,2,Thai,Quick Service,2.423575770606556e-06,29,8,29_8
G8958,Basavanagudi,12.972250627566028,77.56327713835685,16127,103680.0,2021.0,3.36,224,3.49,19,24,99,15,4.89,2.19,34.06,8,Fast Food,Cafe/Bistro,3.200773756081503e-07,33,7,33_7
G8959,Basavanagudi,12.952894125286116,77.56312991408889,12337,118222.0,1105.0,3.91,0,4.0,30,34,39,0,5.28,2.58,39.29,9,Fast Food,Bar/Pub,2.236432247062017e-07,29,7,29_7
G8960,Basavanagudi,12.944705894528182,77.57151333414986,17919,96302.0,3679.0,3.77,144,3.69,11,19,51,51,5.43,0.2,59.66,6,Japanese,Cafe/Bistro,50.000000146451406,27,8,27_8
G8961,Basavanagudi,12.977885758264495,77.57219247741652,14502,53889.0,3278.0,3.84,182,4.1,17,19,51,53,2.46,0.36,44.25,2,Thai,Casual Dining,3.0306181032277015e-06,35,9,35_9
G8962,Basavanagudi,12.970540088258083,77.57855784304839,15291,63154.0,4086.0,3.58,169,3.41,19,69,128,7,5.15,1.09,37.81,9,South Indian,Family Style,5.89755364056721e-07,33,10,33_10
G8963,Basavanagudi,12.949573365445096,77.56806634597386,17801,61889.0,4583.0,4.34,116,4.17,19,54,0,39,5.51,1.08,37.75,7,North Indian,Family Style,6.075513402107156e-07,28,8,28_8
G8964,Basavanagudi,12.948110677259162,77.57207163546218,16484,80480.0,1016.0,3.52,355,3.44,6,50,20,0,3.41,0.65,13.85,6,South Indian,Casual Dining,1.1157744141488683e-06,28,9,28_9
G8965,Basavanagudi,12.950918422357768,77.57932418705046,16349,45072.0,835.0,3.78,297,3.84,19,36,48,36,4.65,3.34,31.79,9,Biryani,Fine Dining,2.165647545278987e-07,29,10,29_10
G8966,Basavanagudi,12.940497194178311,77.57087113361068,14563,130109.0,1840.0,4.82,0,4.72,22,17,113,11,3.94,4.62,34.6,4,BBQ,Food Truck,2.4041874970422123e-07,26,8,26_8
G8967,Basavanagudi,12.949175115996765,77.57548688979982,16801,67962.0,1658.0,4.59,0,4.8,5,25,35,16,3.37,4.15,89.64,5,Seafood,Cafe/Bistro,3.0159187224946407e-07,28,9,28_9
G8968,Basavanagudi,12.948877594176713,77.56688924222419,18487,152614.0,5958.0,4.57,191,4.54,9,39,0,13,3.76,4.46,42.07,5,Chinese,Fine Dining,3.244496338096582e-07,28,7,28_7
G8969,Basavanagudi,12.96471166708328,77.5635754015101,16739,85735.0,3092.0,3.59,194,3.62,20,62,51,34,6.17,0.2,22.62,7,Fast Food,Cafe/Bistro,50.00000006398354,32,7,32_7
G8970,Basavanagudi,12.972898552240956,77.56747392818424,17173,75897.0,5333.0,3.92,264,4.05,22,55,54,37,3.59,0.2,39.22,6,BBQ,Quick Service,50.00000016212973,33,8,33_8
G8971,Basavanagudi,12.956082887912732,77.57630490297089,19319,91430.0,3830.0,3.99,0,3.88,17,52,64,3,4.07,2.9,53.35,4,South Indian,Quick Service,2.905600214376695e-07,30,10,30_10
G8972,Basavanagudi,12.975256948290268,77.56824954722094,15716,160939.0,1386.0,4.03,55,4.18,11,35,25,53,4.85,3.17,57.33,5,South Indian,Fine Dining,2.925826915597399e-07,34,8,34_8
G8973,Basavanagudi,12.97355460710594,77.56683977842303,15807,161550.0,1058.0,4.04,11,4.3,15,17,73,26,2.83,2.03,50.98,7,Fast Food,Casual Dining,4.727332372886067e-07,34,7,34_7
G8974,Basavanagudi,12.96226407703079,77.56914933695548,11181,150556.0,617.0,3.61,213,3.57,26,39,0,36,4.1,1.54,27.97,8,Seafood,Family Style,4.0417015812218825e-07,31,8,31_8
G8975,Basavanagudi,12.957099885951164,77.56882219287378,13530,47948.0,4304.0,3.22,35,2.92,15,54,54,6,8.0,4.65,5.53,6,Bakery,Fine Dining,6.640070225158328e-08,30,8,30_8
G8976,Basavanagudi,12.945090856848743,77.57476417487686,11119,136603.0,5078.0,3.94,0,4.18,15,31,67,0,4.16,1.12,45.35,6,Biryani,Cafe/Bistro,6.215682440679883e-07,27,9,27_9
G8977,Basavanagudi,12.963376793190172,77.5613375421294,11583,157810.0,170.0,4.44,34,4.28,22,38,94,24,3.67,2.11,42.63,3,Continental,Food Court,3.4891193860219125e-07,31,6,31_6
G8978,Basavanagudi,12.9433881282113,77.57797221554334,10324,75271.0,5174.0,3.2,192,3.06,14,60,0,0,2.62,1.02,37.15,8,Bakery,Cafe/Bistro,6.829566998575532e-07,27,10,27_10
G8979,Basavanagudi,12.946346685287446,77.56497011282505,15531,161846.0,3828.0,4.24,0,3.88,10,27,0,0,3.01,3.91,54.3,4,Bakery,Fine Dining,3.1682871840407216e-07,28,7,28_7
G8980,Basavanagudi,12.964690192015924,77.57461006299518,11590,48036.0,4484.0,4.29,264,4.62,22,25,99,34,3.39,0.55,43.19,4,Italian,Fine Dining,1.432343806066659e-06,32,9,32_9
G8981,Basavanagudi,12.979227694052833,77.56340936703656,15594,119277.0,4732.0,4.03,127,3.92,24,42,87,0,4.04,1.11,62.94,5,Thai,Food Truck,6.33776583295457e-07,35,7,35_7
G8982,Basavanagudi,12.964423203405747,77.56494377295874,16735,166937.0,2500.0,3.71,0,3.76,17,16,69,47,1.97,3.42,0.86,7,Thai,Casual Dining,4.3855537289196087e-07,32,7,32_7
G8983,Basavanagudi,12.976589272666184,77.56398341687256,19929,160712.0,4985.0,3.85,221,3.45,17,18,0,0,6.18,0.25,45.87,8,BBQ,Quick Service,9.265712489317884e-06,34,7,34_7
G8984,Basavanagudi,12.95683330298149,77.57231930219294,11691,139725.0,802.0,4.33,88,4.49,25,46,65,0,5.26,3.62,31.11,3,Biryani,Food Court,1.6760095470819314e-07,30,9,30_9
G8985,Basavanagudi,12.96015416825828,77.57053355584752,11827,79531.0,4632.0,3.7,300,4.17,6,62,13,21,2.35,0.2,59.53,7,Italian,Cafe/Bistro,50.000000240034545,31,8,31_8
G8986,Basavanagudi,12.97709821181586,77.56894130872406,18226,73621.0,1311.0,3.39,43,3.3,20,32,75,58,5.27,3.64,49.52,5,Japanese,Food Truck,1.9476837819306613e-07,34,8,34_8
G8987,Basavanagudi,12.97904082353416,77.57569308680118,12808,161811.0,849.0,3.95,227,3.92,15,55,113,77,2.5,4.27,35.2,6,Mexican,Cafe/Bistro,3.5100309137073266e-07,35,9,35_9
G8988,Basavanagudi,12.974311301406509,77.5608944421208,18086,115741.0,2182.0,3.38,156,3.21,13,50,99,67,4.34,2.58,17.93,3,Mexican,Food Truck,3.002353635460335e-07,34,6,34_6
G8989,Basavanagudi,12.966721390134753,77.56033496491641,15645,113409.0,5771.0,4.7,0,4.62,15,54,50,66,2.66,3.64,34.2,7,Thai,Cafe/Bistro,3.9383600317260905e-07,32,6,32_6
G8990,Basavanagudi,12.976178448415148,77.57459823303952,14365,56635.0,325.0,4.11,194,3.81,18,65,88,63,4.12,2.92,83.26,6,BBQ,Cafe/Bistro,2.7070716049596245e-07,34,9,34_9
G8991,Basavanagudi,12.968405305690672,77.5733508762001,19406,150138.0,819.0,3.84,238,3.79,16,54,36,27,5.94,2.07,12.57,5,Biryani,Casual Dining,3.2492110006860643e-07,32,9,32_9
G8992,Basavanagudi,12.946738427436834,77.56059047482074,11823,117144.0,4787.0,4.13,174,4.51,28,69,56,20,4.12,3.32,21.28,5,Bakery,Quick Service,2.311652304041329e-07,28,6,28_6
G8993,Basavanagudi,12.94934657969784,77.57072200203747,16730,96916.0,2311.0,3.85,168,4.18,14,48,88,0,2.07,2.94,27.25,8,Bakery,Food Truck,4.2866109049465905e-07,28,8,28_8
G8994,Basavanagudi,12.96391120670269,77.57766471461485,17273,145527.0,2131.0,4.16,5,3.77,11,47,53,20,2.83,0.96,25.19,7,Mexican,Cafe/Bistro,8.065289831714074e-07,31,10,31_10
G8995,Basavanagudi,12.965376885965538,77.5785220061018,17628,158252.0,354.0,4.51,82,5.0,16,68,48,27,2.81,0.25,75.67,4,South Indian,Quick Service,9.356300539317637e-06,32,10,32_10
G8996,Basavanagudi,12.969932535570909,77.56286218683141,17905,116373.0,1550.0,3.68,79,3.43,16,42,139,23,4.29,3.26,46.96,5,Biryani,Food Truck,2.726323551170002e-07,33,7,33_7
G8997,Basavanagudi,12.946988393670054,77.57293852397274,10514,43893.0,3466.0,3.62,87,3.66,11,56,12,0,7.05,2.74,38.69,6,Bakery,Family Style,1.595960002169829e-07,28,9,28_9
G8998,Basavanagudi,12.948534816325903,77.57896003008786,15060,40667.0,5596.0,3.91,385,4.04,6,27,38,0,1.79,1.66,29.8,8,Cafe,Bar/Pub,6.282579479954526e-07,28,10,28_10
G8999,Basavanagudi,12.97381808753516,77.56020574688569,18148,63107.0,3045.0,3.71,202,3.59,15,39,168,30,5.78,1.51,40.02,7,Mexican,Food Court,4.5505693073487904e-07,34,6,34_6
G9000,Basavanagudi,12.9729922959794,77.56721084697439,18320,163757.0,2003.0,3.77,83,3.54,29,30,65,54,2.71,2.15,56.23,3,South Indian,Food Court,4.3159460857188637e-07,33,8,33_8
G9001,Sarjapur Road,12.936959059466004,77.71661813911193,14154,88693.0,2715.0,4.06,0,3.97,23,40,162,28,3.9,4.19,53.13,5,Biryani,Quick Service,2.340130212319741e-07,25,40,25_40
G9002,Sarjapur Road,12.91341692489992,77.7335770822595,13923,113847.0,4555.0,3.94,0,3.7,26,45,135,29,2.31,3.34,53.13,6,South Indian,Quick Service,3.768919903289593e-07,20,44,20_44
G9003,Sarjapur Road,12.890832965719452,77.7009329665702,17798,42170.0,3724.0,3.24,418,3.38,9,32,120,0,3.98,5.4,45.25,3,South Indian,Family Style,1.9505225810163707e-07,15,37,15_37
G9004,Sarjapur Road,12.923964142257436,77.72859761233917,16652,157096.0,3663.0,3.37,286,3.65,17,51,142,0,5.32,4.81,7.86,5,Chinese,Fine Dining,2.0359414272734645e-07,23,42,23_42
G9005,Sarjapur Road,12.924737504636562,77.72529336688645,15284,70023.0,3776.0,4.08,53,3.78,17,39,200,39,3.98,3.27,55.84,5,Continental,Bar/Pub,2.9909181061139623e-07,23,42,23_42
G9006,Sarjapur Road,12.943221381338724,77.71670240173216,13482,150513.0,5947.0,4.36,0,4.46,26,53,213,53,5.64,5.57,48.3,8,Cafe,Quick Service,2.606148842215418e-07,27,40,27_40
G9007,Sarjapur Road,12.91223869054719,77.6984823443082,18943,46237.0,3506.0,3.54,395,3.44,18,8,233,54,4.13,4.73,10.74,6,Thai,Food Court,2.5355597503501143e-07,20,36,20_36
G9008,Sarjapur Road,12.890925001377225,77.70514318290901,16011,97571.0,194.0,4.52,309,4.38,23,53,185,44,5.61,3.16,39.38,8,Bakery,Fine Dining,2.7354273972698644e-07,15,37,15_37
G9009,Sarjapur Road,12.88014158319202,77.71943005163986,12836,53945.0,817.0,3.68,241,3.56,22,40,139,13,2.83,2.79,11.45,5,Continental,Cafe/Bistro,2.717251685676634e-07,13,41,13_41
G9010,Sarjapur Road,12.924283486860467,77.68136141577448,16337,116784.0,5289.0,4.03,99,4.08,25,42,122,14,3.07,3.14,43.54,2,Thai,Quick Service,3.260707001995488e-07,23,32,23_32
G9011,Sarjapur Road,12.91315678655039,77.73939201539383,10117,63201.0,602.0,4.28,356,4.42,13,43,122,23,2.1,3.51,49.31,5,Bakery,Family Style,3.606602741922813e-07,20,45,20_45
G9012,Sarjapur Road,12.928573722167178,77.6907266876745,13207,107874.0,3646.0,4.34,0,4.13,11,48,151,0,6.36,4.79,70.79,8,BBQ,Casual Dining,2.215389665582087e-07,24,34,24_34
G9013,Sarjapur Road,12.9326201327694,77.71283100873941,15237,149029.0,5441.0,3.95,75,3.74,23,57,150,37,4.71,4.18,26.91,5,Chinese,Quick Service,2.5206788581128504e-07,24,39,24_39
G9014,Sarjapur Road,12.903825589880274,77.71243299033388,11747,151863.0,1061.0,3.56,98,3.93,20,32,142,0,2.8,5.47,60.81,6,Cafe,Family Style,2.617553958217319e-07,18,39,18_39
G9015,Sarjapur Road,12.883122977528291,77.72414043536575,12928,45326.0,995.0,4.14,148,4.3,9,56,191,65,2.56,4.33,0.0,4,Cafe,Casual Dining,2.8988155538383576e-07,13,42,13_42
G9016,Sarjapur Road,12.93381509599027,77.71820009591534,11167,148802.0,5397.0,3.5,124,3.59,21,6,187,71,1.77,1.88,12.37,7,Fast Food,Family Style,6.233940310823513e-07,25,40,25_40
G9017,Sarjapur Road,12.89339175963311,77.7253128045393,14049,92437.0,262.0,3.83,68,3.78,11,42,108,105,4.7,3.57,42.15,5,Cafe,Food Court,2.448710006978939e-07,16,42,16_42
G9018,Sarjapur Road,12.916542795151866,77.6984080941156,15005,48121.0,3651.0,3.77,0,3.83,26,27,143,50,3.21,5.31,29.75,5,Mexican,Food Court,2.124415949047671e-07,21,36,21_36
G9019,Sarjapur Road,12.91745398159232,77.73618332472262,18468,129422.0,4647.0,4.41,64,4.06,5,52,145,24,4.76,4.74,20.32,8,Fast Food,Bar/Pub,2.992219826975642e-07,21,44,21_44
G9020,Sarjapur Road,12.921980283882036,77.68231839067246,15863,151839.0,4578.0,3.68,0,3.77,28,17,129,0,4.06,6.38,55.86,4,Japanese,Cafe/Bistro,2.0756676430138217e-07,22,32,22_32
G9021,Sarjapur Road,12.888098879181731,77.73370065620638,11673,117762.0,2685.0,3.76,252,3.69,7,52,134,39,4.94,4.46,3.78,3,Biryani,Casual Dining,1.9017516456104152e-07,15,44,15_44
G9022,Sarjapur Road,12.925249361999978,77.70416075829904,13128,86696.0,4987.0,3.82,63,3.58,20,15,115,17,4.4,6.39,57.11,3,Mexican,Food Truck,1.6842309920217156e-07,23,37,23_37
G9023,Sarjapur Road,12.906775657906676,77.7017317987887,17838,89085.0,3930.0,3.84,315,4.06,24,14,162,47,3.08,1.83,44.64,6,Thai,Food Court,4.934422460509174e-07,19,37,19_37
G9024,Sarjapur Road,12.881643783197616,77.68309735188764,11884,102230.0,3376.0,2.92,322,2.63,15,37,141,2,2.2,3.68,59.87,6,Fast Food,Food Court,3.404811368469588e-07,13,33,13_33
G9025,Sarjapur Road,12.937965149823231,77.72165516425474,12659,47833.0,1220.0,4.54,110,4.5,28,59,126,32,3.4,4.26,65.35,8,Thai,Cafe/Bistro,2.325474603320927e-07,26,41,26_41
G9026,Sarjapur Road,12.88521242636772,77.72473771278696,18726,130882.0,3951.0,3.7,0,3.41,4,23,159,0,6.02,1.28,49.82,4,Japanese,Casual Dining,5.622386160697316e-07,14,42,14_42
G9027,Sarjapur Road,12.895220856404428,77.73257206556148,11723,118648.0,2623.0,4.39,248,4.19,19,28,157,22,3.31,5.03,26.7,8,Italian,Quick Service,2.7169013541224943e-07,16,43,16_43
G9028,Sarjapur Road,12.89350183275218,77.73946188771627,10578,162638.0,2258.0,3.93,5,4.15,26,56,120,38,3.87,1.55,31.24,8,Biryani,Quick Service,4.623926300041056e-07,16,45,16_45
G9029,Sarjapur Road,12.94290553157638,77.73121980322773,13028,125730.0,768.0,4.11,131,4.14,21,61,144,0,2.34,5.48,38.16,7,Bakery,Food Truck,2.942698347221401e-07,27,43,27_43
G9030,Sarjapur Road,12.920321112197223,77.72993213571573,12519,91750.0,4695.0,3.97,0,3.88,15,39,85,46,1.67,2.71,41.6,4,BBQ,Casual Dining,5.0214094286793e-07,22,43,22_43
G9031,Sarjapur Road,12.935865474099922,77.72603697140185,12195,69881.0,2066.0,4.09,0,4.05,15,41,264,38,3.02,3.08,57.8,5,Bakery,Cafe/Bistro,3.431538621077683e-07,25,42,25_42
G9032,Sarjapur Road,12.942763593082072,77.72025903441914,18052,128283.0,5705.0,4.56,63,4.84,22,29,115,9,3.07,6.63,44.25,7,Thai,Casual Dining,3.178824533712842e-07,27,41,27_41
