Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Latitude,Longitude
12th Main - Grand Mercure,"European, Continental, North Indian, Asian",2000," Grand Mercure, Bangalore",4.1,12.92878196,77.62776341
Suraksha Paradise,"Biryani, North Indian",500," Peenya, Bangalore",4.1,13.03761694,77.5135504
Axomi - Taste of Assam,Assamese,500," Koramangala 7th Block, Bangalore",4.1,12.93639867,77.61504639
Copacabana Pub,"Fast Food, Mughlai, North Indian, Chinese",1500," Ulsoor, Bangalore",4.1,12.97279193,77.6268803
Fort Kochi,"Kerala, Seafood",1800," MG Road, Bangalore",4.1,12.97347085,77.62005039
Jaffa's Biryani,"Biryani, North Indian, Chinese",600," Marathahalli, Bangalore",4.1,12.95342132,77.69813351
The Daily Bean,"Continental, Fast Food, Desserts",350," Hennur, Bangalore",4.1,13.06404861,77.64882345
Sree Banashankari Donne Biriyani,"Biryani, South Indian",300," Basaveshwara Nagar, Bangalore",4.1,12.98881697,77.54555773
Iyer Mess,South Indian,150," Malleshwaram, Bangalore",4.1,12.99885749,77.57001176
Kaafi Desi,"North Indian, Fast Food, Chinese, Mithai",300," Marathahalli, Bangalore",4.1,12.95348536,77.71528926
Blue Tokai Coffee Roasters,"Tea, Healthy Food, American, Lebanese, Mediterranean, European, Middle Eastern, Juices",600," Koramangala 8th Block, Bangalore",4.1,12.94051524,77.62007486
IDC Kitchen,"South Indian, Ice Cream, Desserts",250," Koramangala 5th Block, Bangalore",4.1,12.9335571,77.61581048
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",1200," Goldfinch Hotel, Seshadripuram, Bangalore",4.1,12.98513538,77.57937871
Marquis - Radisson Blu,"Asian, Continental, North Indian, Fast Food, Beverages",2200," Radisson Blu, Marathahalli, Bangalore",4.1,12.94987776,77.6992929
Biggies Burger,"Fast Food, Burger, Beverages",400," Church Street, Bangalore",4.1,12.975455,77.60287721
Pure & Sure Organic Cafe,"North Indian, Desserts, Asian, Italian",1100," Jayanagar, Bangalore",4.1,12.93073738,77.58234456
Banashankari Donne Biriyani,"Biryani, Fast Food",300," Banashankari, Bangalore",4.1,12.94162917,77.55743153
Angrezi - Bollywood Bar & Kitchen,"North Indian, Chinese, Fast Food, Finger Food",1400," Church Street, Bangalore",4.1,12.975181,77.604017
1947,"North Indian, Chinese, Continental, Desserts, Beverages",1000," Rajajinagar, Bangalore",4.1,12.98366718,77.54848838
Noodle Bar,"Chinese, Seafood, Thai, Momos, Beverages",1400," Phoenix Marketcity Bangalore, Whitefield, Bangalore",,12.99750011,77.69667707
Coffee Mechanics,"Cafe, Continental, Fast Food, Desserts, Bakery, Finger Food",700," HBR Layout, Bangalore",4.1,13.03104526,77.62744591
The Barn - Bar & Kitchen,"Bar Food, North Indian, Chinese, Continental",1800," Garuda Mall, Magrath Road, Bangalore",4.1,12.97014124,77.61006553
Punjabi Times,"North Indian, Biryani",1200," Bellandur, Bangalore",4.1,12.9242443,77.67182976
Rajdhani,"Gujarati, North Indian",1000," Mantri Square, Malleshwaram, Bangalore",4.1,12.99154815,77.57054117
Le Terrace Café,"Cafe, Continental, Italian, Chinese, Fast Food, Beverages",700," Nagarbhavi, Bangalore",4.1,12.96078243,77.50732318
Blu Oyster Bar & Restaurant,"Seafood, North Indian, Steak",1200," Indiranagar, Bangalore",4.1,12.97255604,77.63696205
Z-Bar,"Finger Food, North Indian, Beverages",1500,"  Zone By The Park, Electronic City, Bangalore",4.1,12.84497883,77.66545851
Desserted,"Cafe, Bakery, Desserts, Fast Food, Italian, Sandwich, Pasta",750," Vasanth Nagar, Bangalore",4.1,12.99253509,77.58933909
Chung Wah,"Chinese, Thai, Vietnamese",800," JP Nagar, Bangalore",4.1,12.89965761,77.59481985
Rajathadri Food Fort,"South Indian, North Indian, Chinese, Desserts, Beverages",600," Jayanagar, Bangalore",4.1,12.92776274,77.57809561
Pind Balluchi,"North Indian, Mughlai",750," Forum Neighbourhood Mall, Whitefield, Bangalore",4.1,12.95973655,77.74781071
Keep it Straight Cafe,Cafe,600," Eat Street, Koramangala 6th Block, Bangalore",4.1,12.93935557,77.62574807
Polamma's Mess,"Andhra, Biryani, South Indian",300," BTM, Bangalore",4.1,12.93650357,77.60832176
Namma Kudla,"South Indian, Mangalorean, Mithai",100," Malleshwaram, Bangalore",4.1,12.99989504,77.57231981
Udupi Sri Krishna Bhavan,"South Indian, North Indian, Chinese",400," Basavanagudi, Bangalore",4.1,12.94579009,77.57054519
20 Char - Sterlings MAC Hotel,"Continental, North Indian, South Indian, Asian",2200," Sterlings Mac Hotel, Bangalore",4.1,12.95973198,77.64843252
Amande Patisserie,"Bakery, Desserts, Fast Food, Beverages",700," Indiranagar, Bangalore",4.1,12.96795,77.641228
Roti Wala,"North Indian, Fast Food, Healthy Food, Desserts, Beverages, Chinese",350," BTM, Bangalore",4.1,12.913447,77.6039744
Sardarji Ka Dhaba,North Indian,250," Bommanahalli, Bangalore",4.1,12.91204619,77.62627915
Sardarji Ka Dhaba,North Indian,250," Bommanahalli, Bangalore",4.1,12.91204619,77.62627915
Aattutheeram Kerala Restaurant,"Kerala, Biryani, Beverages, South Indian",400," Hennur, Bangalore",4.1,13.064951,77.64587637
Masala Chai,"Beverages, Fast Food, Tea",250," Whitefield, Bangalore",4.1,12.99196043,77.70279385
House of Troy,"Mediterranean, North Indian, Italian, Chinese",1400," Koramangala 7th Block, Bangalore",4.1,12.93442,77.612768
Dal Roti Sabji,North Indian,150," Indiranagar, Bangalore",4.1,12.98098851,77.64611743
Rishi's Paratha Plaza,"North Indian, Fast Food, Street Food, Beverages, Desserts",250," Sanjay Nagar, Bangalore",4.1,13.02774616,77.57956546
Shri Ram Sweet Centre,"Mithai, Street Food",150," BTM, Bangalore",4.1,12.91427462,77.60062516
Aagaman Veg,"North Indian, Chinese, South Indian",900," Indiranagar, Bangalore",4.1,12.97821344,77.63779219
Nandhini Deluxe,"Andhra, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages",700," Sankey Road, Bangalore",4.1,12.99873662,77.58406486
Park Street Restaurant,"Bengali, Chinese, Fast Food",400," Hebbal, Bangalore",4.1,13.05731896,77.6102791
Ruh's Cafe,"Cafe, American, Italian, Continental, Chinese",500," BTM, Bangalore",4.1,12.91402723,77.60621756
DBD - Davangere Benne Dose,South Indian,150," Vijay Nagar, Bangalore",4.1,12.95849724,77.52668805
"R Bar - Renaissance Hotel, Bengaluru","Bar Food, Asian, South Indian",1400," Renaissance Hotel, Race Course Road, Bangalore",4.1,12.98383772,77.57672198
Sri Udupi Food Hub,"South Indian, North Indian, Chinese, Beverages",600," Jayanagar, Bangalore",4.1,12.91869057,77.57783342
Andhra Biryanis,"Biryani, Andhra, Chinese, North Indian",550," Nagawara, Bangalore",4.1,13.04141789,77.62243453
Paranda - Taj Yeshwantpur,"North Indian, Italian, American, Desserts, Beverages",1800," Taj Yeshwantpur, Bangalore",4.1,13.02887145,77.54042566
Gobble Up Churros Cafe,"Desserts, Fast Food, Beverages",400," Domlur, Bangalore",4.1,12.96506883,77.63524108
Cool Corner,"Sandwich, South Indian, Street Food, Fast Food, Ice Cream, Desserts, Beverages",200," Basavanagudi, Bangalore",4.1,12.9474121,77.5738718
CANTAN - Chinese Bar House,"Asian, Momos, Chinese, Thai",1800," Lavelle Road, Bangalore",4.1,12.97072281,77.5975661
Sea Spice By 7 Star,"Seafood, Biryani, South Indian, North Indian, Beverages",1200," Banashankari, Bangalore",4.1,12.91894644,77.56882288
Marigold Fine Dine Restaurant,"Continental, Chinese, North Indian, Seafood, Mughlai, Biryani, Desserts, Beverages",1500," Whitefield, Bangalore",4.1,12.96967174,77.73560464
Sidewalk Cafe & Bar - The Paul Bangalore,"North Indian, Kerala, Fast Food, Chinese, Desserts, Beverages",1500," The Paul Bangalore, Domlur, Bangalore",4.1,12.95386961,77.63966337
Krishna Kuteera,"South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages, Desserts",400," Bannerghatta Road, Bangalore",4.1,12.87893278,77.61000652
Burger Yard,"Cafe, Fast Food, Asian, Beverages",700," HSR, Bangalore",4.1,12.91356743,77.63820391
Burger Yard,"Cafe, Fast Food, Asian, Beverages",700," HSR, Bangalore",4.1,12.91356743,77.63820391
The Humble Pie,"Bakery, Desserts, Beverages",200," HSR, Bangalore",4.1,12.90867557,77.6504378
Bistro Oui,"Continental, Fast Food, Italian, Chinese, Beverages",1100," Koramangala 5th Block, Bangalore",4.1,12.93376394,77.61939391
Shuddh Desi Khana,"North Indian, Beverages",600," Bannerghatta Road, Bangalore",4.1,12.9006106,77.60031536
Bahar Cafe,"Andhra, Biryani, Chinese, North Indian, Beverages",800," Marathahalli, Bangalore",4.1,12.94854756,77.69920338
East Delicious,"Chinese, Thai, Seafood, South Indian",500," Marathahalli, Bangalore",4.1,12.95548993,77.71573752
Chef Baker's,"Bakery, Desserts, Fast Food, Beverages, Pizza, Pasta",500," Brookefield, Bangalore",4.1,12.96721575,77.71663103
@Italy,"Italian, Desserts, Beverages",700," Kumaraswamy Layout, Bangalore",4.1,12.90702978,77.56369315
Asia Alive - DoubleTree Suites By Hilton,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich",2700," DoubleTree Suites By Hilton, Sarjapur Road, Bangalore",4.1,12.91915,77.66513
The Thick Shake Factory,"Beverages, Desserts, Ice Cream",350," Koramangala 1st Block, Bangalore",4.1,12.927274,77.637993
The Square by Cafe Coffee Day,"Cafe, Beverages, Fast Food, Desserts",1400," Lavelle Road, Bangalore",4.1,12.97166017,77.59419255
Chaska Bun,"Street Food, Beverages",250," Koramangala 5th Block, Bangalore",4.1,12.93600688,77.62140121
Sreeraj Lassi Bar,"Beverages, Desserts, Ice Cream, Fast Food",200," Jayanagar, Bangalore",4.1,12.93141445,77.58355994
FireHouse - Bar & Kitchen,"Continental, American, Chinese, BBQ, North Indian, Italian",1800," HBR Layout, Bangalore",4.1,13.02601819,77.63624825
Sindhoora Gardenia,"Chinese, Biryani, South Indian",650," Kanakapura Road, Bangalore",4.1,12.88362651,77.55005512
Tayabbs,"Rolls, North Indian, Fast Food",450," Indiranagar, Bangalore",4.1,12.96908691,77.64769088
Cravy Wings,"Burger, Fast Food, Beverages",400," Koramangala 7th Block, Bangalore",4.1,12.931714,77.607324
Pizza Stop,"Italian, Pasta, Pizza, Fast Food",400," Jayanagar, Bangalore",4.1,12.92005262,77.58942593
Aastha Bengali Mess,"Bengali, North Indian, Chinese",250," Malleshwaram, Bangalore",4.1,13.02315,77.55278
Mama Mia!,"Desserts, Ice Cream, Beverages, Bakery",300," Seshadripuram, Bangalore",4.1,12.99143184,77.57990576
Biryanis And More,"Biryani, North Indian, Chinese, Andhra, South Indian",750," Jayanagar, Bangalore",4.1,12.9321608,77.58349724
KLINX - Hilton Bangalore Embassy GolfLinks,"European, Asian",2000," Hilton Bangalore Embassy GolfLinks, Domlur, Bangalore",4.1,12.94937162,77.64533792
Stonelicious,"Desserts, Ice Cream, Beverages",300," Marathahalli, Bangalore",4.1,12.9565172,77.70994965
Zayakedar,North Indian,250," Bellandur, Bangalore",4.1,12.92269632,77.6744315
Sai Foods,"North Indian, Chinese, Fast Food, Street Food, Beverages, Desserts",400," Brookefield, Bangalore",4.1,12.95743926,77.71462072
Patiala Lassi,"Beverages, Street Food",200," Sanjay Nagar, Bangalore",4.1,13.02918699,77.57873598
Royal Andaaz,"South Indian, North Indian, Chinese, Desserts",900," Mysore Road, Bangalore",4.1,12.92219863,77.49531325
Vandana Andhra and Multi Cuisine,"Biryani, Hyderabadi, Andhra, Chinese, North Indian",900," Sarjapur Road, Bangalore",4.1,12.91175893,77.6825767
Manasa Fishland,"Biryani, Chinese, Beverages, Seafood, Mangalorean",650," Kalyan Nagar, Bangalore",4.1,13.01445619,77.64270633
9D Foods,"North Indian, Street Food",400," Marathahalli, Bangalore",4.1,12.9487472,77.71192811
Tempteys,"Beverages, Desserts",300," BTM, Bangalore",4.1,12.91037232,77.60660782
Shree Thali,North Indian,200," Koramangala 5th Block, Bangalore",4.1,12.93653297,77.61988275
Big Mummy,"Fast Food, Healthy Food",400," Indiranagar, Bangalore",4.1,12.9625053,77.64334403
Le Charcoal,"North Indian, Arabian, Chinese, Lebanese, Rolls",700," Brookefield, Bangalore",4.1,12.96492931,77.71814112
Pizza Hut,"Pizza, Fast Food, Desserts",600," RT Nagar, Bangalore",4.1,13.02723463,77.59352535
Khana Khazana Xpress,"North Indian, Chinese, Street Food, Rajasthani",600," Yelahanka, Bangalore",4.1,13.09226674,77.59405274
Rigan Hyderabadi Bawarchi,"Hyderabadi, North Indian, Chinese, Biryani",600," Sahakara Nagar, Bangalore",4.1,13.06289702,77.59209774
Chaat Junction,"Street Food, Fast Food",200," Brookefield, Bangalore",4.1,12.953727,77.719529
Ayodhya Upachar,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages",450," Banashankari, Bangalore",4.1,12.92874862,77.54575118
Top Ace,"Rolls, Continental, Chinese, Fast Food, Beverages, Street Food",400," Koramangala 5th Block, Bangalore",4.1,12.93249901,77.61380989
Hotel Fanoos,"Rolls, Biryani, Fast Food, Arabian",500," Richmond Town, Bangalore",4.1,12.96454475,77.60667153
Seafood Place,"Chinese, North Indian, Kerala, Mangalorean, Seafood",900," Indiranagar, Bangalore",4.1,12.97930204,77.64224768
Mahalaxmi Cool Corner,"North Indian, Fast Food, Chinese, Sandwich, Rolls",350," KR Puram, Bangalore",4.1,13.0235317,77.7070056
Narmadha's Hyderabad Biriyani,"Biryani, Hyderabadi, Chinese, North Indian",400," BTM, Bangalore",4.1,12.9168455,77.6062501
Iceberg Organic Icecreams,"Desserts, Ice Cream",300," Indiranagar, Bangalore",4.1,12.978209,77.63652
Cafe Grill,"Chinese, North Indian, Rolls",300," Jeevan Bhima Nagar, Bangalore",4.1,12.96873633,77.6486776
Samrat Restaurant,"South Indian, North Indian, Desserts, Beverages",600," Hotel Chalukya, Race Course Road, Bangalore",4.1,12.98467506,77.58770965
D'7 Feast Resto Cafe,"Burger, Pizza, Continental",600," New BEL Road, Bangalore",4.1,13.0344629,77.56831661
Mood For Food,"North Indian, Biryani, Chinese, Beverages",800," Thippasandra, Bangalore",4.1,12.96964495,77.6488962
Buddha Treats,"Chinese, Thai, Biryani",600," ITPL Main Road, Whitefield, Bangalore",4.1,12.98525234,77.73971178
Clean Slate Cafe,"Cafe, Continental, Italian, Beverages, Desserts",700," Malleshwaram, Bangalore",4.1,13.00445288,77.57061224
Ji Hazoor,"Mughlai, North Indian, Biryani, Afghan",1300," Whitefield, Bangalore",4.1,12.97618749,77.72690456
Fat Buddha,"Asian, Chinese, Thai, Desserts",1200," Cunningham Road, Bangalore",4.1,12.98986664,77.59128135
Holiday Village,"North Indian, Chinese, Beverages",800," Kanakapura Road, Bangalore",4.1,12.86726459,77.54373081
New Uncle Kitchen,"Mughlai, North Indian, Chinese, Seafood, Biryani",600," Jalahalli, Bangalore",4.1,13.04575091,77.52260003
Occasions,"Bakery, Desserts",300," Koramangala 4th Block, Bangalore",4.1,12.93349697,77.6270714
Nammoora Thindi,South Indian,250," Nagarbhavi, Bangalore",4.1,12.96061122,77.5127684
Samosa Party,"Street Food, Beverages, Tea",250," Jeevan Bhima Nagar, Bangalore",4.1,12.96868112,77.64935151
Happy Endings,"Bakery, Desserts",200," Bellandur, Bangalore",4.1,12.9270435,77.66899768
Simply Indian,"North Indian, Chinese, Mughlai, Seafood, Street Food, Mangalorean",800," Bannerghatta Road, Bangalore",4.1,12.87951914,77.60977954
Simply Indian,"North Indian, Chinese, Mughlai, Seafood, Street Food, Mangalorean",800," Bannerghatta Road, Bangalore",4.1,12.87951914,77.60977954
UTSE Kitchen,"Tibetan, Desserts, Beverages",800," Commercial Street, Bangalore",4.1,12.9848603,77.6117513
Koel's Pizzeria,Pizza,500," Hennur, Bangalore",4.1,13.0604289,77.65715372
Popular Burger,"Burger, Sandwich, Rolls, Wraps",250," Electronic City, Bangalore",4.1,12.83908827,77.65760466
Akshaya Deluxe,"North Indian, Chinese, Seafood, Biryani",500," New BEL Road, Bangalore",4.1,13.03732031,77.56565753
Chung's Chinese Corner,"Chinese, Asian, Seafood",600," Malleshwaram, Bangalore",4.1,13.00647762,77.56925538
Delhi Base Sri Food Court,"North Indian, Chinese",300," Electronic City, Bangalore",4.1,12.84551525,77.65909631
Anjappar,"Chettinad, Biryani, Chinese, Seafood, South Indian",800," Koramangala 4th Block, Bangalore",4.1,12.9323304,77.62312017
Swadista Aahar,"South Indian, North Indian, Chinese",300," BTM, Bangalore",4.1,12.91391416,77.61022512
Mirage,"Asian, South American, Seafood, Beverages",2500," St. Marks Road, Bangalore",4,12.97509009,77.60245609
Potteery Nine Cafe,"North Indian, Mughlai, Beverages, Biryani, Desserts",1200," Hebbal, Bangalore",4,13.04418344,77.60095205
Amintiri,"Cafe, Bakery, Fast Food, Desserts, Beverages, Salad",900," Church Street, Bangalore",4,12.97375084,77.60307904
Kasipu,"North Indian, Chinese, Continental, Beverages, Desserts",700," Jalahalli, Bangalore",4,13.09759486,77.53243737
Flyover Drinkery,"Bar Food, North Indian, South Indian, Oriental, Italian, Pizza, Desserts, Beverages",1500," Esteem Mall, Hebbal, Bangalore",4,13.04911216,77.59376876
Bohemians,"Modern Indian, European, Healthy Food, Thai, Turkish, Chinese, Desserts",1800," Indiranagar, Bangalore",4,12.97026,77.639465
LIT Gastro Pub,"Chinese, North Indian, Continental, Fast Food",1000," Jayanagar, Bangalore",4,12.91998498,77.5835643
Le Grapes Restobar,"Finger Food, North Indian, Chinese, Italian",1400," Rajajinagar, Bangalore",4,12.99644034,77.55074445
Salut,"Continental, Finger Food, Seafood, Pizza",1200," Jayanagar, Bangalore",4,12.9311014,77.5861647
Publik,"Bar Food, North Indian, Chinese, Continental, Mughlai, Seafood, BBQ",1200," Bellandur, Bangalore",4,12.929936,77.685813
Hangover Brewery,"Continental, North Indian, Chinese, Asian, Finger Food, BBQ, Fast Food, Beverages",1700," Koramangala 7th Block, Bangalore",4,12.9348547,77.6139316
The Watering Hole,"Chinese, Continental, North Indian, Mughlai, Desserts, Beverages",1200," Rajarajeshwari Nagar, Bangalore",4,12.92621773,77.51554348
Bucket Biryani,"Biryani, Kebab",1000," Frazer Town, Bangalore",4,13.00026615,77.61779431
Mallika Biryani Centre,Biryani,300," KR Puram, Bangalore",4,13.05594589,77.66352388
Skyline Pizzeria,"Cafe, Bakery, Pizza, Pasta, Beverages",600," JP Nagar, Bangalore",4,12.90633532,77.57795177
Cafe Reset By Luke Coutinho,"Healthy Food, Continental, Italian, Beverages",800," Koramangala 6th Block, Bangalore",4,12.93796184,77.62411397
Amrith Ice Cream,Ice Cream,100," Malleshwaram, Bangalore",4,12.99943017,77.56545402
Cafe Kabana,"Cafe, Italian, Fast Food, Chinese, Beverages",700," Bannerghatta Road, Bangalore",4,12.88147527,77.59692069
Layla - The Den Bengaluru,"Mediterranean, Beverages",2000," The Den, Whitefield, Bangalore",4,12.987374,77.73335
Daffy's Brewgarden,"South Indian, Goan, Bar Food",1200," Indiranagar, Bangalore",4,12.9767612,77.64123304
Copper Kitchen,"North Indian, Chinese, Chettinad, Andhra, Lebanese",800," HSR, Bangalore",4,12.91496579,77.63219073
99 Variety Dosa & Pav Bhaji,"South Indian, Street Food",250," HSR, Bangalore",4,12.91198344,77.64243677
HSR High Street,"North Indian, South Indian, Chinese, Biryani",800," HSR, Bangalore",4,12.91287952,77.63513044
Tease Whitefield,"Finger Food, Beverages",1800," Vivanta Whitefield, Bangalore",4,12.987289,77.73784027
Gopaljee Cafe,"Street Food, North Indian",400," Bellandur, Bangalore",4,12.92161,77.671918
World On A Plate - Citrine Hotel,"Continental, Mexican, Italian, Chinese, North Indian, Desserts",1200," Citrine Hotel, Seshadripuram, Bangalore",4,12.98671499,77.57443473
Hotel Moonlight,"Chinese, North Indian",500," Malleshwaram, Bangalore",4,12.99666347,77.568787
Food Kasoot,"Chinese, Rolls, Beverages",500," Marathahalli, Bangalore",4,12.95701712,77.70348184
Phoenix Pizza,"Pizza, Fast Food",400," JP Nagar, Bangalore",4,12.90507777,77.580119
Raffaele's Ristorante Pizzeria,"Pizza, Italian, Beverages",1000," Koramangala 6th Block, Bangalore",4,12.94184,77.625555
Naati Cafe,"South Indian, Biryani",400," Koramangala 7th Block, Bangalore",4,12.936198,77.615398
Kumarakom The Restaurant,"Kerala, Chinese, Seafood",650," HSR, Bangalore",4,12.91426449,77.63806678
Hungry Bear,"Fast Food, Desserts, Beverages",300," Kumaraswamy Layout, Bangalore",4,12.91123704,77.56698489
Pizzology Pizza,"Fast Food, Beverages, Pizza",450," Electronic City, Bangalore",4,12.82144096,77.66004715
House Of Chaaps,"North Indian, Biryani, Chinese, BBQ, Rolls, Fast Food",500," Brookefield, Bangalore",4,12.96490514,77.71742865
Sangam Sweets,"Mithai, Street Food, Fast Food, Beverages",300," HSR, Bangalore",4,12.91179815,77.64127672
McDonald's,"Burger, Fast Food, Beverages, Desserts",500," Gopalan Arcade, Rajarajeshwari Nagar, Bangalore",4,12.93546935,77.51810096
Roti Ghar,"North Indian, Chinese, South Indian, Street Food, Ice Cream, Beverages",500," Basavanagudi, Bangalore",4,12.94474056,77.5721639
Candy Cloud Factory,"Desserts, Beverages, Ice Cream, Fast Food",400," Koramangala 5th Block, Bangalore",4,12.9336878,77.61557076
The Caffeine Baar,"Cafe, Desserts, Fast Food, Beverages",700," Jayanagar, Bangalore",4,12.91636512,77.59279646
